series_id	area_code	item_code	seasonal	periodicity_code	base_code	base_period	footnote_codes	begin_year	begin_period	end_year	end_period
MUUS0100SS47016  	0100	SS47016	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0100SS4701A  	0100	SS4701A	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200AA0      	0200	AA0	U	S	A	DECEMBER 1977=100		1984	S01	1997	S03
MUUS0200SA0      	0200	SA0	U	S	S	1982-84=100		1984	S01	1998	S01
MUUS0200SA0E     	0200	SA0E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA0L1    	0200	SA0L1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA0L1E   	0200	SA0L1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA0L2    	0200	SA0L2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA0L22   	0200	SA0L22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SA0L5    	0200	SA0L5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA0LE    	0200	SA0LE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1      	0200	SA1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA11     	0200	SA11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA111    	0200	SA111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1111   	0200	SA1111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1112   	0200	SA1112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1113   	0200	SA1113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1114   	0200	SA1114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA1115   	0200	SA1115	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA2      	0200	SA2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA21     	0200	SA21	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA211    	0200	SA211	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SA2112   	0200	SA2112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA213    	0200	SA213	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA22     	0200	SA22	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA221    	0200	SA221	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA23     	0200	SA23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA231    	0200	SA231	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA3      	0200	SA3	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA31     	0200	SA31	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA3111   	0200	SA3111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA3112   	0200	SA3112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA3114   	0200	SA3114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA4      	0200	SA4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA41     	0200	SA41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA415    	0200	SA415	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA4151   	0200	SA4151	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA4152   	0200	SA4152	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA5      	0200	SA5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA51     	0200	SA51	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA512    	0200	SA512	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA6      	0200	SA6	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA61     	0200	SA61	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA7      	0200	SA7	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA712    	0200	SA712	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SA713    	0200	SA713	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAC      	0200	SAC	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SACE     	0200	SACE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SACL1    	0200	SACL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SACL11   	0200	SACL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SACL1E   	0200	SACL1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAD      	0200	SAD	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAN      	0200	SAN	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SANL1    	0200	SANL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SANL11   	0200	SANL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SANL113  	0200	SANL113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SANL13   	0200	SANL13	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAS      	0200	SAS	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAS2LSRS 	0200	SAS2LSRS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SAS2RS   	0200	SAS2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SAS367   	0200	SAS367	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SAS4     	0200	SAS4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SASL2RS  	0200	SASL2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SASL5    	0200	SASL5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SASLE    	0200	SASLE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE15     	0200	SE15	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE16     	0200	SE16	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE17     	0200	SE17	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE18     	0200	SE18	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE19     	0200	SE19	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE20     	0200	SE20	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE2101   	0200	SE2101	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE22     	0200	SE22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SE2201   	0200	SE2201	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0200SE23     	0200	SE23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE24     	0200	SE24	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE25     	0200	SE25	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE2501   	0200	SE2501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE2502   	0200	SE2502	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUS0200SE26     	0200	SE26	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE2601   	0200	SE2601	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE2602   	0200	SE2602	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE27     	0200	SE27	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE33     	0200	SE33	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE34     	0200	SE34	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE40     	0200	SE40	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE41     	0200	SE41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE44     	0200	SE44	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE45     	0200	SE45	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE4501   	0200	SE4501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE46     	0200	SE46	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE4701   	0200	SE4701	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE49     	0200	SE49	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE53     	0200	SE53	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE56     	0200	SE56	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE62     	0200	SE62	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SE63     	0200	SE63	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SS47012  	0200	SS47012	U	S	S	1982-84=100		1984	S01	1990	S03
MUUS0200SS47014  	0200	SS47014	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SS47015  	0200	SS47015	U	S	S	DECEMBER 1993=100		1994	S01	1997	S03
MUUS0200SS47016  	0200	SS47016	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0200SS4701A  	0200	SS4701A	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300AA0      	0300	AA0	U	S	A	DECEMBER 1977=100		1984	S01	1997	S03
MUUS0300SA0      	0300	SA0	U	S	S	1982-84=100		1984	S01	1998	S01
MUUS0300SA0E     	0300	SA0E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA0L1    	0300	SA0L1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA0L1E   	0300	SA0L1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA0L2    	0300	SA0L2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA0L22   	0300	SA0L22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SA0L5    	0300	SA0L5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA0LE    	0300	SA0LE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1      	0300	SA1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA11     	0300	SA11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA111    	0300	SA111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1111   	0300	SA1111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1112   	0300	SA1112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1113   	0300	SA1113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1114   	0300	SA1114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA1115   	0300	SA1115	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA2      	0300	SA2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA21     	0300	SA21	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA211    	0300	SA211	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SA2112   	0300	SA2112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA213    	0300	SA213	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA22     	0300	SA22	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA221    	0300	SA221	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA23     	0300	SA23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA231    	0300	SA231	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA3      	0300	SA3	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA31     	0300	SA31	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA3111   	0300	SA3111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA3112   	0300	SA3112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA3114   	0300	SA3114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA4      	0300	SA4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA41     	0300	SA41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA415    	0300	SA415	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA4151   	0300	SA4151	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA4152   	0300	SA4152	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA5      	0300	SA5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA51     	0300	SA51	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA512    	0300	SA512	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA6      	0300	SA6	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA61     	0300	SA61	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA7      	0300	SA7	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA712    	0300	SA712	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SA713    	0300	SA713	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAC      	0300	SAC	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SACE     	0300	SACE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SACL1    	0300	SACL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SACL11   	0300	SACL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SACL1E   	0300	SACL1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAD      	0300	SAD	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAN      	0300	SAN	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SANL1    	0300	SANL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SANL11   	0300	SANL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SANL113  	0300	SANL113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SANL13   	0300	SANL13	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAS      	0300	SAS	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAS2LSRS 	0300	SAS2LSRS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SAS2RS   	0300	SAS2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SAS367   	0300	SAS367	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SAS4     	0300	SAS4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SASL2RS  	0300	SASL2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SASL5    	0300	SASL5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SASLE    	0300	SASLE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE15     	0300	SE15	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE16     	0300	SE16	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE17     	0300	SE17	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE18     	0300	SE18	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE19     	0300	SE19	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE20     	0300	SE20	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE2101   	0300	SE2101	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE22     	0300	SE22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SE2201   	0300	SE2201	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0300SE23     	0300	SE23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE24     	0300	SE24	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE25     	0300	SE25	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE2501   	0300	SE2501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE2502   	0300	SE2502	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUS0300SE26     	0300	SE26	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE2601   	0300	SE2601	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE2602   	0300	SE2602	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE27     	0300	SE27	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE33     	0300	SE33	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE34     	0300	SE34	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE40     	0300	SE40	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE41     	0300	SE41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE44     	0300	SE44	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE45     	0300	SE45	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE4501   	0300	SE4501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE46     	0300	SE46	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE4701   	0300	SE4701	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE49     	0300	SE49	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE53     	0300	SE53	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE56     	0300	SE56	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE62     	0300	SE62	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SE63     	0300	SE63	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SS47012  	0300	SS47012	U	S	S	1982-84=100		1984	S01	1990	S03
MUUS0300SS47014  	0300	SS47014	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SS47015  	0300	SS47015	U	S	S	DECEMBER 1993=100		1994	S01	1997	S03
MUUS0300SS47016  	0300	SS47016	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0300SS4701A  	0300	SS4701A	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400AA0      	0400	AA0	U	S	A	DECEMBER 1977=100		1984	S01	1997	S03
MUUS0400SA0      	0400	SA0	U	S	S	1982-84=100		1984	S01	1998	S01
MUUS0400SA0E     	0400	SA0E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA0L1    	0400	SA0L1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA0L1E   	0400	SA0L1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA0L2    	0400	SA0L2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA0L22   	0400	SA0L22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SA0L5    	0400	SA0L5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA0LE    	0400	SA0LE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1      	0400	SA1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA11     	0400	SA11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA111    	0400	SA111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1111   	0400	SA1111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1112   	0400	SA1112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1113   	0400	SA1113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1114   	0400	SA1114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA1115   	0400	SA1115	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA2      	0400	SA2	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA21     	0400	SA21	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA211    	0400	SA211	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SA2112   	0400	SA2112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA213    	0400	SA213	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA22     	0400	SA22	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA221    	0400	SA221	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA23     	0400	SA23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA231    	0400	SA231	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA3      	0400	SA3	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA31     	0400	SA31	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA3111   	0400	SA3111	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA3112   	0400	SA3112	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA3114   	0400	SA3114	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA4      	0400	SA4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA41     	0400	SA41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA415    	0400	SA415	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA4151   	0400	SA4151	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA4152   	0400	SA4152	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA5      	0400	SA5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA51     	0400	SA51	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA512    	0400	SA512	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA6      	0400	SA6	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA61     	0400	SA61	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA7      	0400	SA7	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA712    	0400	SA712	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SA713    	0400	SA713	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAC      	0400	SAC	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SACE     	0400	SACE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SACL1    	0400	SACL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SACL11   	0400	SACL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SACL1E   	0400	SACL1E	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAD      	0400	SAD	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAN      	0400	SAN	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SANL1    	0400	SANL1	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SANL11   	0400	SANL11	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SANL113  	0400	SANL113	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SANL13   	0400	SANL13	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAS      	0400	SAS	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAS2LSRS 	0400	SAS2LSRS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SAS2RS   	0400	SAS2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SAS367   	0400	SAS367	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SAS4     	0400	SAS4	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SASL2RS  	0400	SASL2RS	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SASL5    	0400	SASL5	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SASLE    	0400	SASLE	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE15     	0400	SE15	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE16     	0400	SE16	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE17     	0400	SE17	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE18     	0400	SE18	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE19     	0400	SE19	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE20     	0400	SE20	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE2101   	0400	SE2101	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE22     	0400	SE22	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SE2201   	0400	SE2201	U	S	S	DECEMBER 1982=100		1984	S01	1997	S03
MUUS0400SE23     	0400	SE23	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE24     	0400	SE24	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE25     	0400	SE25	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE2501   	0400	SE2501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE2502   	0400	SE2502	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUS0400SE26     	0400	SE26	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE2601   	0400	SE2601	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE2602   	0400	SE2602	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE27     	0400	SE27	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE33     	0400	SE33	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE34     	0400	SE34	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE40     	0400	SE40	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE41     	0400	SE41	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE44     	0400	SE44	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE45     	0400	SE45	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE4501   	0400	SE4501	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE46     	0400	SE46	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE4701   	0400	SE4701	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE49     	0400	SE49	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE53     	0400	SE53	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE56     	0400	SE56	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE62     	0400	SE62	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SE63     	0400	SE63	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SS47012  	0400	SS47012	U	S	S	1982-84=100		1984	S01	1990	S03
MUUS0400SS47014  	0400	SS47014	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SS47015  	0400	SS47015	U	S	S	DECEMBER 1993=100		1994	S01	1997	S03
MUUS0400SS47016  	0400	SS47016	U	S	S	1982-84=100		1984	S01	1997	S03
MUUS0400SS4701A  	0400	SS4701A	U	S	S	1982-84=100		1984	S01	1997	S03
MUUSA000AA0      	A000	AA0	U	S	A	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0      	A000	SA0	U	S	S	DECEMBER 1986=100		1987	S01	1998	S01
MUUSA000SA0E     	A000	SA0E	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0L1    	A000	SA0L1	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0L1E   	A000	SA0L1E	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0L2    	A000	SA0L2	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0L22   	A000	SA0L22	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
MUUSA000SA0L5    	A000	SA0L5	U	S	S	DECEMBER 1986=100		1987	S01	1997	S03
